0,0,0,0,0,0,0,1.7,1.7,0,0
3.63,0,0,0,0,0,0,1.6677,1.7363,2.2231,5.9156e-11
3.5943,-3.5318,3.2951e-08,4.9531e-06,4.6782e-05,0.004673,0.00049801,1.7104,1.6976,4.4297,5.5372e-11
3.5013,-5.7401,4.1933e-07,4.3099e-05,0.00023286,0.013924,0.0033227,1.7384,1.6735,6.6196,3.3769e-10
3.3731,-7.0522,2.2883e-06,0.00016096,0.00064877,0.027652,0.0084706,1.7566,1.6592,8.7929,5.6783e-10
3.2247,-7.7607,7.698e-06,0.00040488,0.001383,0.045746,0.015929,1.7679,1.6515,10.95,5.1662e-10
3.0662,-8.0664,1.963e-05,0.00082086,0.0025216,0.068092,0.025677,1.7748,1.6484,13.09,4.8978e-10
2.9043,-8.1063,4.1983e-05,0.0014545,0.0041485,0.094567,0.03769,1.7786,1.6482,15.194,8.0779e-11
2.7433,-7.9741,7.9559e-05,0.0023505,0.0063449,0.12504,0.05192,1.7803,1.6499,16.946,1.9733e-11
2.5861,-7.7335,0.00013803,0.0035496,0.0091896,0.15939,0.067987,1.7808,1.6529,18.348,1.3582e-07
2.4343,-7.4277,0.00022378,0.0050846,0.012758,0.19746,0.085513,1.7804,1.6566,19.348,1.1389e-12
2.289,-7.0858,0.00034382,0.0069804,0.017125,0.23912,0.10407,1.7794,1.6608,19.911,1.2988e-11
2.1507,-6.7274,0.00050551,0.009253,0.022358,0.28421,0.12318,1.7782,1.6651,20,9.3941e-09
2.0197,-6.3651,0.00071649,0.011908,0.028527,0.33259,0.14235,1.7768,1.6695,20,4.0233e-10
1.8958,-6.0076,0.0009844,0.014947,0.035694,0.3841,0.16148,1.7753,1.6738,20,4.0264e-10
1.779,-5.66,0.0013169,0.018367,0.043922,0.43857,0.18054,1.7738,1.678,20,4.0309e-10
1.6691,-5.3256,0.0017216,0.022168,0.053267,0.49585,0.19955,1.7723,1.6821,20,4.0369e-10
1.5657,-5.0063,0.0022062,0.026348,0.063783,0.55577,0.21847,1.7708,1.686,20,4.0443e-10
1.4685,-4.7028,0.0027781,0.030906,0.075523,0.61816,0.23732,1.7695,1.6898,20,4.0531e-10
1.3772,-4.4156,0.0034449,0.035841,0.088534,0.68285,0.25607,1.7682,1.6933,20,4.0632e-10
1.2915,-4.1443,0.0042142,0.041149,0.10286,0.74967,0.27473,1.7669,1.6966,20,4.0746e-10
1.2111,-3.8887,0.0050933,0.046829,0.11854,0.81845,0.29327,1.7657,1.6997,20,4.0873e-10
1.1357,-3.6481,0.0060898,0.052879,0.13562,0.88901,0.3117,1.7646,1.7027,20,4.1013e-10
1.0649,-3.4219,0.007211,0.059296,0.15412,0.96119,0.33001,1.7635,1.7054,20,4.1165e-10
0.99853,-3.2094,0.0084641,0.066079,0.17408,1.0348,0.34818,1.7624,1.7079,20,4.1328e-10
0.93628,-3.0098,0.0098565,0.073223,0.19553,1.1097,0.36622,1.7614,1.7103,20,4.1502e-10
0.8779,-2.8225,0.011395,0.080726,0.21848,1.1856,0.38411,1.7604,1.7125,20,4.1687e-10
0.82316,-2.6468,0.013088,0.088586,0.24296,1.2625,0.40185,1.7595,1.7146,20,4.1882e-10
0.77182,-2.4819,0.014941,0.096799,0.26899,1.3401,0.41942,1.7585,1.7164,20,4.2086e-10
0.72369,-2.3272,0.016962,0.10536,0.29657,1.4183,0.43683,1.7576,1.7181,20,4.2299e-10
0.67855,-2.1821,0.019158,0.11427,0.32573,1.4969,0.45407,1.7567,1.7197,20,5.7004e-10
0.63623,-2.0461,0.021535,0.12352,0.35645,1.5757,0.47113,1.7558,1.7211,20,5.7452e-10
0.59655,-1.9185,0.024101,0.13312,0.38876,1.6546,0.488,1.7549,1.7224,20,5.7914e-10
0.55934,-1.7989,0.026862,0.14304,0.42264,1.7334,0.50469,1.754,1.7235,20,5.8388e-10
0.52445,-1.6867,0.029825,0.1533,0.45809,1.812,0.52117,1.7531,1.7245,20,5.8873e-10
0.49174,-1.5815,0.032996,0.16389,0.49511,1.8901,0.53746,1.7522,1.7254,20,5.9367e-10
0.46106,-1.4828,0.036383,0.1748,0.53369,1.9677,0.55353,1.7513,1.7261,20,5.9835e-10
0.4323,-1.3904,0.039991,0.18603,0.57382,2.0446,0.5694,1.7504,1.7268,20,6.0288e-10
0.40534,-1.3036,0.043826,0.19757,0.61547,2.1207,0.58504,1.7494,1.7273,20,6.0741e-10
