1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-1,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-1,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-1,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-1,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-1,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-1,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-1,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-1,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
-1,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-1,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-1,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-1,-0,-0,-1,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-1,-0,-0,-1,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-1,-0,-0,-1,-0,-0,-0,-0,-0,-0,-0,-0,-0
-1,-0,-0,-1,-0,-0,-1,-0,-0,-0,-0,-0,-0,-0,-0
-0,-1,-0,-0,-1,-0,-0,-1,-0,-0,-0,-0,-0,-0,-0
-0,-0,-1,-0,-0,-1,-0,-0,-1,-0,-0,-0,-0,-0,-0
-1,-0,-0,-1,-0,-0,-1,-0,-0,-1,-0,-0,-0,-0,-0
-0,-1,-0,-0,-1,-0,-0,-1,-0,-0,-1,-0,-0,-0,-0
-0,-0,-1,-0,-0,-1,-0,-0,-1,-0,-0,-1,-0,-0,-0
-1,-0,-0,-1,-0,-0,-1,-0,-0,-1,-0,-0,-1,-0,-0
-0,-1,-0,-0,-1,-0,-0,-1,-0,-0,-1,-0,-0,-1,-0
-0,-0,-1,-0,-0,-1,-0,-0,-1,-0,-0,-1,-0,-0,-1
0.00050701,-0.00050701,0,0,0,0,0,0,0,0,0,0,0,0,0
0.050632,-0.050632,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.023263,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.3237,0,0,0,0,0,0,0,0,0,0,0,0
0.0020225,-0.0020225,0,0.00050701,-0.00050701,0,0,0,0,0,0,0,0,0,0
0.10085,-0.10085,0,0.050632,-0.050632,0,0,0,0,0,0,0,0,0,0
0,0,0.092846,0,0,0.023263,0,0,0,0,0,0,0,0,0
0,0,4.632,0,0,2.3237,0,0,0,0,0,0,0,0,0
0.0045382,-0.0045382,0,0.0020225,-0.0020225,0,0.00050701,-0.00050701,0,0,0,0,0,0,0
0.15065,-0.15065,0,0.10085,-0.10085,0,0.050632,-0.050632,0,0,0,0,0,0,0
0,0,0.20844,0,0,0.092846,0,0,0.023263,0,0,0,0,0,0
0,0,6.9249,0,0,4.632,0,0,2.3237,0,0,0,0,0,0
0.0080459,-0.0080459,0,0.0045382,-0.0045382,0,0.0020225,-0.0020225,0,0.00050701,-0.00050701,0,0,0,0
0.20005,-0.20005,0,0.15065,-0.15065,0,0.10085,-0.10085,0,0.050632,-0.050632,0,0,0,0
0,0,0.36974,0,0,0.20844,0,0,0.092846,0,0,0.023263,0,0,0
0,0,9.2025,0,0,6.9249,0,0,4.632,0,0,2.3237,0,0,0
0.012538,-0.012538,0,0.0080459,-0.0080459,0,0.0045382,-0.0045382,0,0.0020225,-0.0020225,0,0.00050701,-0.00050701,0
0.24904,-0.24904,0,0.20005,-0.20005,0,0.15065,-0.15065,0,0.10085,-0.10085,0,0.050632,-0.050632,0
0,0,0.57644,0,0,0.36974,0,0,0.20844,0,0,0.092846,0,0,0.023263
0,0,11.465,0,0,9.2025,0,0,6.9249,0,0,4.632,0,0,2.3237
0.018005,-0.018005,0,0.012538,-0.012538,0,0.0080459,-0.0080459,0,0.0045382,-0.0045382,0,0.0020225,-0.0020225,0
0.29764,-0.29764,0,0.24904,-0.24904,0,0.20005,-0.20005,0,0.15065,-0.15065,0,0.10085,-0.10085,0
0,0,0.82824,0,0,0.57644,0,0,0.36974,0,0,0.20844,0,0,0.092846
0,0,13.712,0,0,11.465,0,0,9.2025,0,0,6.9249,0,0,4.632
0.02444,-0.02444,0,0.018005,-0.018005,0,0.012538,-0.012538,0,0.0080459,-0.0080459,0,0.0045382,-0.0045382,0
0.34583,-0.34583,0,0.29764,-0.29764,0,0.24904,-0.24904,0,0.20005,-0.20005,0,0.15065,-0.15065,0
0,0,1.1248,0,0,0.82824,0,0,0.57644,0,0,0.36974,0,0,0.20844
0,0,15.945,0,0,13.712,0,0,11.465,0,0,9.2025,0,0,6.9249
0.031836,-0.031836,0,0.02444,-0.02444,0,0.018005,-0.018005,0,0.012538,-0.012538,0,0.0080459,-0.0080459,0
0.39363,-0.39363,0,0.34583,-0.34583,0,0.29764,-0.29764,0,0.24904,-0.24904,0,0.20005,-0.20005,0
0,0,1.4659,0,0,1.1248,0,0,0.82824,0,0,0.57644,0,0,0.36974
0,0,18.163,0,0,15.945,0,0,13.712,0,0,11.465,0,0,9.2025
0.040183,-0.040183,0,0.031836,-0.031836,0,0.02444,-0.02444,0,0.018005,-0.018005,0,0.012538,-0.012538,0
0.44104,-0.44104,0,0.39363,-0.39363,0,0.34583,-0.34583,0,0.29764,-0.29764,0,0.24904,-0.24904,0
0,0,1.8512,0,0,1.4659,0,0,1.1248,0,0,0.82824,0,0,0.57644
0,0,20.365,0,0,18.163,0,0,15.945,0,0,13.712,0,0,11.465
0.049474,-0.049474,0,0.040183,-0.040183,0,0.031836,-0.031836,0,0.02444,-0.02444,0,0.018005,-0.018005,0
0.48806,-0.48806,0,0.44104,-0.44104,0,0.39363,-0.39363,0,0.34583,-0.34583,0,0.29764,-0.29764,0
0,0,2.2805,0,0,1.8512,0,0,1.4659,0,0,1.1248,0,0,0.82824
0,0,22.554,0,0,20.365,0,0,18.163,0,0,15.945,0,0,13.712
0.059703,-0.059703,0,0.049474,-0.049474,0,0.040183,-0.040183,0,0.031836,-0.031836,0,0.02444,-0.02444,0
0.53469,-0.53469,0,0.48806,-0.48806,0,0.44104,-0.44104,0,0.39363,-0.39363,0,0.34583,-0.34583,0
0,0,2.7533,0,0,2.2805,0,0,1.8512,0,0,1.4659,0,0,1.1248
0,0,24.727,0,0,22.554,0,0,20.365,0,0,18.163,0,0,15.945
0.07086,-0.07086,0,0.059703,-0.059703,0,0.049474,-0.049474,0,0.040183,-0.040183,0,0.031836,-0.031836,0
