1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1
-1,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-1,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-1,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-1,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-1,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-1,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-1,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-1,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-1,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1
1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0
1,0,1,0,1,0,0,0,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,0
1,0,1,0,1,0,1,0,0,0,0,0
0,1,0,1,0,1,0,1,0,0,0,0
1,0,1,0,1,0,1,0,1,0,0,0
0,1,0,1,0,1,0,1,0,1,0,0
1,0,1,0,1,0,1,0,1,0,1,0
0,1,0,1,0,1,0,1,0,1,0,1
-1,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-1,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-1,-0,-1,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-1,-0,-1,-0,-0,-0,-0,-0,-0,-0,-0
-1,-0,-1,-0,-1,-0,-0,-0,-0,-0,-0,-0
-0,-1,-0,-1,-0,-1,-0,-0,-0,-0,-0,-0
-1,-0,-1,-0,-1,-0,-1,-0,-0,-0,-0,-0
-0,-1,-0,-1,-0,-1,-0,-1,-0,-0,-0,-0
-1,-0,-1,-0,-1,-0,-1,-0,-1,-0,-0,-0
-0,-1,-0,-1,-0,-1,-0,-1,-0,-1,-0,-0
-1,-0,-1,-0,-1,-0,-1,-0,-1,-0,-1,-0
-0,-1,-0,-1,-0,-1,-0,-1,-0,-1,-0,-1
6.8609e-07,-8.9838e-07,0,0,0,0,0,0,0,0,0,0
0.00013599,-0.00017807,0,0,0,0,0,0,0,0,0,0
1.0592e-05,-1.387e-05,6.8609e-07,-8.9838e-07,0,0,0,0,0,0,0,0
0.0010403,-0.0013622,0.00013599,-0.00017807,0,0,0,0,0,0,0,0
5.174e-05,-6.7749e-05,1.0592e-05,-1.387e-05,6.8609e-07,-8.9838e-07,0,0,0,0,0,0
