0.013627,-0.012747,-6.1785e-06,-0.0011775,-9.5565e-18,2.6562e-17
-0.038342,0.10962,2.1305e-05,0.003926,2.5068e-17,-7.2264e-17
-3.7125e-05,3.9192e-05,0.95445,0.018232,1.7475e-18,-4.6202e-18
-0.0032975,0.0033339,6.9099e-05,0.90052,1.6094e-18,-2.1574e-17
-1.8885e-18,1.788e-18,1.6534e-18,-1.0028e-18,0.95445,0.01835
5.544e-18,-5.5243e-18,-4.2333e-18,-1.5113e-17,6.9574e-05,0.912
7.321e-07,-2.0733e-06,3.4597e-07,6.519e-05,9.3621e-19,4.9409e-18
-2.2018e-06,8.0764e-06,-1.0054e-06,-0.00018667,-3.3882e-18,6.4468e-17
-9.5863e-07,2.7149e-06,-4.5302e-07,-8.5362e-05,-1.1052e-18,1.0728e-17
2.8832e-06,-1.0575e-05,1.3165e-06,0.00024443,-1.9363e-17,2.1054e-17
