0.82508,-0.55661,0.36215,-0.47421,0.30451,-0.39874,0.25227,-0.33033,0.20549,-0.26908,0.16419,-0.21499
-0.55661,1.1288,-0.47421,0.62095,-0.39874,0.52211,-0.33033,0.43254,-0.26908,0.35234,-0.21499,0.28151
0.36215,-0.47421,0.70911,-0.40476,0.26041,-0.34099,0.21616,-0.28305,0.17644,-0.23103,0.14126,-0.18497
-0.47421,0.62095,-0.40476,0.93,-0.34099,0.4465,-0.28305,0.37063,-0.23103,0.30252,-0.18497,0.24221
0.30451,-0.39874,0.26041,-0.34099,0.61982,-0.28784,0.18285,-0.23942,0.14957,-0.19585,0.12001,-0.15715
-0.39874,0.52211,-0.34099,0.4465,-0.28784,0.7769,-0.23942,0.31351,-0.19585,0.25645,-0.15715,0.20577
0.25227,-0.33033,0.21616,-0.28305,0.18285,-0.23942,0.55243,-0.19959,0.12497,-0.16363,0.10051,-0.13161
-0.33033,0.43254,-0.28305,0.37063,-0.23942,0.31351,-0.19959,0.66135,-0.16363,0.21426,-0.13161,0.17233
0.20549,-0.26908,0.17644,-0.23103,0.14957,-0.19585,0.12497,-0.16363,0.5027,-0.13448,0.082809,-0.10843
-0.26908,0.35234,-0.23103,0.30252,-0.19585,0.25645,-0.16363,0.21426,-0.13448,0.57609,-0.10843,0.14198
0.16419,-0.21499,0.14126,-0.18497,0.12001,-0.15715,0.10051,-0.13161,0.082809,-0.10843,0.46695,-0.087664
-0.21499,0.28151,-0.18497,0.24221,-0.15715,0.20577,-0.13161,0.17233,-0.10843,0.14198,-0.087664,0.51479
