4.1165e-06,0.0001088,6.3554e-05,0.00083225,0.00031044,0.0026853,0.0009466,0.0060844,0.0022296,0.011357,0.0044601,0.018754,0.0079712,0.028455,0.013118,0.040581,0.02027,0.055198,0.029803,0.072329,0.042094,0.091956,0.057512,0.11403,0.076421,0.13848,0.099169,0.16519,0.12609,0.19407,0.15749,0.22496,0.19367,0.25775,0.2349,0.29226
-5.3903e-06,-0.00014246,-8.322e-05,-0.0010898,-0.00040649,-0.0035162,-0.0012395,-0.007967,-0.0029195,-0.014872,-0.0058402,-0.024557,-0.010438,-0.03726,-0.017177,-0.053138,-0.026542,-0.072278,-0.039025,-0.094709,-0.055118,-0.12041,-0.075308,-0.14931,-0.10007,-0.18132,-0.12985,-0.21631,-0.1651,-0.25411,-0.20622,-0.29457,-0.2536,-0.3375,-0.30758,-0.3827
0,0,4.1165e-06,0.0001088,6.3554e-05,0.00083225,0.00031044,0.0026853,0.0009466,0.0060844,0.0022296,0.011357,0.0044601,0.018754,0.0079712,0.028455,0.013118,0.040581,0.02027,0.055198,0.029803,0.072329,0.042094,0.091956,0.057512,0.11403,0.076421,0.13848,0.099169,0.16519,0.12609,0.19407,0.15749,0.22496,0.19367,0.25775
0,0,-5.3903e-06,-0.00014246,-8.322e-05,-0.0010898,-0.00040649,-0.0035162,-0.0012395,-0.007967,-0.0029195,-0.014872,-0.0058402,-0.024557,-0.010438,-0.03726,-0.017177,-0.053138,-0.026542,-0.072278,-0.039025,-0.094709,-0.055118,-0.12041,-0.075308,-0.14931,-0.10007,-0.18132,-0.12985,-0.21631,-0.1651,-0.25411,-0.20622,-0.29457,-0.2536,-0.3375
0,0,0,0,4.1165e-06,0.0001088,6.3554e-05,0.00083225,0.00031044,0.0026853,0.0009466,0.0060844,0.0022296,0.011357,0.0044601,0.018754,0.0079712,0.028455,0.013118,0.040581,0.02027,0.055198,0.029803,0.072329,0.042094,0.091956,0.057512,0.11403,0.076421,0.13848,0.099169,0.16519,0.12609,0.19407,0.15749,0.22496
0,0,0,0,-5.3903e-06,-0.00014246,-8.322e-05,-0.0010898,-0.00040649,-0.0035162,-0.0012395,-0.007967,-0.0029195,-0.014872,-0.0058402,-0.024557,-0.010438,-0.03726,-0.017177,-0.053138,-0.026542,-0.072278,-0.039025,-0.094709,-0.055118,-0.12041,-0.075308,-0.14931,-0.10007,-0.18132,-0.12985,-0.21631,-0.1651,-0.25411,-0.20622,-0.29457
0,0,0,0,0,0,4.1165e-06,0.0001088,6.3554e-05,0.00083225,0.00031044,0.0026853,0.0009466,0.0060844,0.0022296,0.011357,0.0044601,0.018754,0.0079712,0.028455,0.013118,0.040581,0.02027,0.055198,0.029803,0.072329,0.042094,0.091956,0.057512,0.11403,0.076421,0.13848,0.099169,0.16519,0.12609,0.19407
0,0,0,0,0,0,-5.3903e-06,-0.00014246,-8.322e-05,-0.0010898,-0.00040649,-0.0035162,-0.0012395,-0.007967,-0.0029195,-0.014872,-0.0058402,-0.024557,-0.010438,-0.03726,-0.017177,-0.053138,-0.026542,-0.072278,-0.039025,-0.094709,-0.055118,-0.12041,-0.075308,-0.14931,-0.10007,-0.18132,-0.12985,-0.21631,-0.1651,-0.25411
0,0,0,0,0,0,0,0,4.1165e-06,0.0001088,6.3554e-05,0.00083225,0.00031044,0.0026853,0.0009466,0.0060844,0.0022296,0.011357,0.0044601,0.018754,0.0079712,0.028455,0.013118,0.040581,0.02027,0.055198,0.029803,0.072329,0.042094,0.091956,0.057512,0.11403,0.076421,0.13848,0.099169,0.16519
0,0,0,0,0,0,0,0,-5.3903e-06,-0.00014246,-8.322e-05,-0.0010898,-0.00040649,-0.0035162,-0.0012395,-0.007967,-0.0029195,-0.014872,-0.0058402,-0.024557,-0.010438,-0.03726,-0.017177,-0.053138,-0.026542,-0.072278,-0.039025,-0.094709,-0.055118,-0.12041,-0.075308,-0.14931,-0.10007,-0.18132,-0.12985,-0.21631
0,0,0,0,0,0,0,0,0,0,4.1165e-06,0.0001088,6.3554e-05,0.00083225,0.00031044,0.0026853,0.0009466,0.0060844,0.0022296,0.011357,0.0044601,0.018754,0.0079712,0.028455,0.013118,0.040581,0.02027,0.055198,0.029803,0.072329,0.042094,0.091956,0.057512,0.11403,0.076421,0.13848
0,0,0,0,0,0,0,0,0,0,-5.3903e-06,-0.00014246,-8.322e-05,-0.0010898,-0.00040649,-0.0035162,-0.0012395,-0.007967,-0.0029195,-0.014872,-0.0058402,-0.024557,-0.010438,-0.03726,-0.017177,-0.053138,-0.026542,-0.072278,-0.039025,-0.094709,-0.055118,-0.12041,-0.075308,-0.14931,-0.10007,-0.18132
