2.0133,-0.013252,0,0.011681,-0.011681,0,0.010123,-0.010123,0,0.0085997,-0.0085997,0,0.0071334,-0.0071334,0,0.0057452,-0.0057452,0
-0.013252,2.0133,0,-0.011681,0.011681,0,-0.010123,0.010123,0,-0.0085997,0.0085997,0,-0.0071334,0.0071334,0,-0.0057452,0.0057452,0
0,0,10.122,0,0,0.10736,0,0,0.09284,0,0,0.078717,0,0,0.065176,0,0,0.052403
0.011681,-0.011681,0,2.0104,-0.010352,0,0.0090168,-0.0090168,0,0.0076961,-0.0076961,0,0.0064115,-0.0064115,0,0.0051845,-0.0051845,0
-0.011681,0.011681,0,-0.010352,2.0104,0,-0.0090168,0.0090168,0,-0.0076961,0.0076961,0,-0.0064115,0.0064115,0,-0.0051845,0.0051845,0
0,0,0.10736,0,0,10.095,0,0,0.082471,0,0,0.070241,0,0,0.058402,0,0,0.04714
0.010123,-0.010123,0,0.0090168,-0.0090168,0,2.0079,-0.0079051,0,0.0067875,-0.0067875,0,0.0056855,-0.0056855,0,0.0046205,-0.0046205,0
-0.010123,0.010123,0,-0.0090168,0.0090168,0,-0.0079051,2.0079,0,-0.0067875,0.0067875,0,-0.0056855,0.0056855,0,-0.0046205,0.0046205,0
0,0,0.09284,0,0,0.082471,0,0,10.072,0,0,0.061776,0,0,0.051636,0,0,0.041882
0.0085997,-0.0085997,0,0.0076961,-0.0076961,0,0.0067875,-0.0067875,0,2.0059,-0.005874,0,0.0049554,-0.0049554,0,0.0040533,-0.0040533,0
-0.0085997,0.0085997,0,-0.0076961,0.0076961,0,-0.0067875,0.0067875,0,-0.005874,2.0059,0,-0.0049554,0.0049554,0,-0.0040533,0.0040533,0
0,0,0.078717,0,0,0.070241,0,0,0.061776,0,0,10.053,0,0,0.044877,0,0,0.036629
0.0071334,-0.0071334,0,0.0064115,-0.0064115,0,0.0056855,-0.0056855,0,0.0049554,-0.0049554,0,2.0042,-0.0042211,0,0.0034827,-0.0034827,0
-0.0071334,0.0071334,0,-0.0064115,0.0064115,0,-0.0056855,0.0056855,0,-0.0049554,0.0049554,0,-0.0042211,2.0042,0,-0.0034827,0.0034827,0
0,0,0.065176,0,0,0.058402,0,0,0.051636,0,0,0.044877,0,0,10.038,0,0,0.031382
0.0057452,-0.0057452,0,0.0051845,-0.0051845,0,0.0046205,-0.0046205,0,0.0040533,-0.0040533,0,0.0034827,-0.0034827,0,2.0029,-0.0029088,0
-0.0057452,0.0057452,0,-0.0051845,0.0051845,0,-0.0046205,0.0046205,0,-0.0040533,0.0040533,0,-0.0034827,0.0034827,0,-0.0029088,2.0029,0
0,0,0.052403,0,0,0.04714,0,0,0.041882,0,0,0.036629,0,0,0.031382,0,0,10.026
