2404	-204	17348	-183	-847	538	-0.66735	-7.88898
676	-2680	17720	218	774	-945	-8.59416	-2.16017
-536	484	13264	-331	72	528	2.08808	2.31253
-944	1672	15832	84	-531	-307	6.01799	3.39346
-564	-2428	17876	455	69	367	-7.73104	1.79069
1988	880	17656	-636	-536	-4	2.83545	-6.41634
200	-1852	13192	237	284	-380	-7.99051	-0.860144
776	1384	15640	207	840	173	5.05081	-2.82944
-2376	-744	17004	-318	-599	-230	-2.48127	7.94703
516	-472	17072	-21	347	550	-1.58297	-1.73057
368	320	13092	-38	-35	-187	1.39962	-1.60961
1212	732	16564	-205	-33	-310	2.52364	-4.18085
900	-1572	16348	369	-612	-196	-5.48434	-3.13666
-860	-276	16016	-81	639	437	-0.985847	3.07316
-280	992	14496	-621	-337	-206	3.91407	1.10399
-8	-2436	16296	832	616	-66	-8.50188	0.0278184
652	444	17452	-293	-984	-176	1.45634	-2.13886
-1584	268	15596	287	536	304	0.97943	5.79848
-400	-64	15636	-630	-435	-360	-0.23444	1.46541
532	-644	16332	525	-533	29	-2.25691	-1.86425
612	2104	13792	-185	592	427	8.66533	-2.51173
368	-1052	15448	108	-762	-512	-3.89469	-1.36148
-556	-828	17144	165	784	103	-2.7636	1.85536
160	-104	16780	-352	-677	-160	-0.35509	-0.546297
576	16	15956	-177	576	15	0.0574164	-2.06744
-1672	1116	15564	479	278	437	4.07793	6.11604
-904	-1196	16404	117	-153	-688	-4.16371	3.14596
3968	-424	16840	-305	-1481	87	-1.40387	-13.2547
-656	928	15824	831	1439	252	3.3534	2.36983
-1644	-404	13892	-1364	-805	-311	-1.65424	6.74625
-788	-1112	16720	1131	-177	128	-3.80077	2.69237
492	40	17272	-771	167	55	0.132637	-1.63165
972	236	13808	-215	-289	-333	0.976761	-4.02605
-268	-964	16600	703	911	-265	-3.32313	0.92338
544	1332	16296	-472	-1204	723	4.67026	-1.90561
-824	-1996	17372	178	969	-250	-6.54711	2.69793
-772	460	14696	-224	63	475	1.79036	3.00559
256	-808	16240	40	212	-836	-2.84797	-0.901994
2356	-1868	16144	-74	-585	32	-6.53168	-8.24867
-280	2296	18004	524	1060	615	7.26667	0.883841
-3392	-744	13448	-791	-458	-169	-3.07064	14.1357
1048	-36	15928	215	-279	400	-0.129219	-3.7644
-148	-1664	17152	84	-670	-458	-5.541	0.492068
1252	280	14472	-474	362	-402	1.10428	-4.94353
432	1408	16084	874	701	129	5.00115	-1.53268
-1820	-876	16568	-221	-591	111	-3.00852	6.26015
1012	252	17260	-355	-514	331	0.835038	-3.35521
-1084	-464	13420	280	300	-46	-1.9738	4.61529
1740	1076	16196	-199	311	107	3.77924	-6.11861
1100	-2284	16616	95	-1128	-635	-7.80982	-3.75234
-1124	252	15712	400	1317	402	0.916529	4.09131
-608	624	15376	-752	-718	-353	2.32213	2.26256
-820	-1120	16452	706	822	598	-3.88969	2.84679
1096	-172	18128	-484	-1274	-92	-0.54262	-3.45968
1576	108	14640	30	464	-88	0.420238	-6.14408
-1196	740	16928	225	456	30	2.49685	4.03751
-2008	36	14996	-52	158	-13	0.13633	7.62665
576	-1088	17740	60	-261	-372	-3.50773	-1.8562
308	1396	14808	242	804	636	5.38439	-1.1863
-84	544	16968	-181	174	-487	1.83627	0.283494
-160	-2732	16328	88	-475	33	-9.49829	0.553733
1216	2348	18040	485	55	366	7.39905	-3.82407
-1632	-260	14348	-834	-197	-278	-1.03149	6.48811
-76	1056	16112	655	728	49	3.74983	0.269683
-1380	-1244	14908	79	-820	-464	-4.74979	5.27046
3388	-500	18048	-435	-377	620	-1.55968	-10.6279
112	708	15232	300	596	-202	2.66118	-0.420831
-700	-92	14592	-122	-204	558	-0.36082	2.7464
1452	700	16376	-282	-1571	394	2.43809	-5.06236
-488	-1012	17268	836	876	17	-3.35268	1.616
-604	404	14276	-976	-95	-281	1.61955	2.4217
1368	-644	15884	196	121	-449	-2.31317	-4.9184
884	-960	17748	334	69	-340	-3.09232	-2.8473
12	2628	15260	-56	48	896	9.77134	-0.044402
-2656	788	15496	269	-234	97	2.86932	9.71362
-148	-456	15280	-111	-103	644	-1.70929	0.554695
764	-440	17700	24	-609	-431	-1.42268	-2.47081
484	-620	13684	-316	670	-546	-2.59259	-2.02362
16	2640	16440	710	525	-32	9.12289	-0.0550569
-2680	-1132	15344	-105	-264	-269	-4.15664	9.88108
1932	316	18320	-467	-256	152	0.982743	-6.01919
-548	676	13544	383	166	280	2.85501	2.31409
688	-68	15840	-167	353	-243	-0.245734	-2.48702
1328	-864	16212	-109	-1318	-83	-3.04046	-4.6763
-740	-124	17228	611	1025	-160	-0.412004	2.45947
-1664	488	13908	-979	-556	150	1.99534	6.81847
-72	388	16412	755	708	-119	1.35428	0.251287
-532	-1152	16836	-528	-951	77	-3.9124	1.80567
2340	1648	15784	135	465	193	5.89664	-8.38782
-1000	-1184	15392	-15	-263	-554	-4.38949	3.7063
-452	-84	15740	398	447	333	-0.305643	1.64487
252	-888	16628	-589	-1591	-319	-3.05656	-0.867025
32	-72	15328	297	953	435	-0.269132	-0.119614
-1568	984	15072	-86	201	169	3.71535	5.92681
-180	-1536	17024	193	-272	-676	-5.1553	0.603333
3892	-424	16316	-259	-527	56	-1.44799	-13.4122
-520	456	16660	548	982	107	1.56709	1.78709
-2196	-660	13400	-1043	-470	-209	-2.78269	9.29587
628	-280	17100	977	-418	326	-0.937461	-2.10297
152	-760	16312	-459	351	138	-2.66745	-0.533305
1424	84	14520	-460	-766	-10	0.329877	-5.60109
708	-1632	15956	449	441	-798	-5.83428	-2.52749
620	888	19260	154	-499	297	2.63844	-1.84182
-1316	288	15480	-333	297	303	1.06202	4.85836
-968	-436	15476	31	120	-156	-1.6106	3.57768
-640	356	14768	327	623	358	1.37962	2.48075
-100	-1276	17276	-22	-694	-786	-4.22411	0.330745
1900	396	14692	-111	435	57	1.5312	-7.36607
-616	1672	15612	604	825	55	6.10819	2.2467
-1612	-764	15300	-559	-197	28	-2.84296	6.00703
1084	56	16856	-193	-963	-9	0.189958	-3.67957
-1120	520	14420	533	1180	392	2.05905	4.43837
-180	756	15708	-928	-544	-78	2.75524	0.655772
160	-2508	15724	484	-221	-336	-9.06196	-0.575718
1588	-1132	18848	15	451	-372	-3.42492	-4.80734
-332	2396	14308	-62	-128	286	9.50396	1.31099
-2536	696	15968	-130	151	126	2.46493	9.01579
-700	-620	16840	90	-465	566	-2.10669	2.37867
1080	296	16468	-236	358	-278	1.02753	-3.75158
-40	-848	13436	-301	-93	-358	-3.61136	0.170235
392	228	17996	635	760	-403	0.725697	-1.24775
-564	-1124	15808	-399	-1013	6	-4.06449	2.0382
-4	408	16580	-249	142	563	1.40965	0.0138187
-1892	964	14948	874	700	506	3.66078	7.19889
-1572	-740	15544	-883	-187	-565	-2.7118	5.76833
3952	452	15540	218	-878	246	1.61468	-14.2627
-612	-1608	17484	92	1372	-470	-5.2515	1.99631
-1396	696	14044	-73	68	554	2.82328	5.66975
-1132	-536	16192	-198	-477	-426	-1.89134	3.99692
864	-240	17172	367	54	577	-0.799716	-2.8801
1420	576	14580	-22	-112	-51	2.25172	-5.55839
572	-636	15268	-90	-129	-543	-2.38365	-2.14367
492	-328	17684	614	-523	331	-1.06218	-1.59338
48	1880	15656	-210	205	291	6.84736	-0.174411
-1820	-172	14140	-643	-228	-624	-0.691214	7.33384
-52	736	15536	639	672	483	2.71228	0.191557
316	-636	17032	180	-870	-452	-2.13815	-1.06216
1608	-292	15400	-532	204	237	-1.08039	-5.95991
-364	512	14332	956	564	71	2.04532	1.45394
-1216	500	15348	-530	-363	241	1.86007	4.52761
592	-948	16544	-456	-1275	-142	-3.27747	-2.04601
-664	952	15060	750	1254	440	3.61357	2.51953
-652	392	15032	-930	-553	-96	1.4924	2.48276
776	-3056	16624	649	-281	-362	-10.4053	-2.62862
2316	-1144	17448	-66	-189	-93	-3.71878	-7.54507
-556	3216	14856	375	133	681	12.2065	2.09487
-2136	1068	15404	-255	96	-353	3.92865	7.87592
-532	-844	16092	120	-447	454	-3.00069	1.89091
624	-1192	16980	-249	-444	-517	-4.01289	-2.09946
2312	212	14532	-1	-53	0	0.82542	-9.03889
292	600	16588	666	1047	-138	2.07121	-1.00782
-2000	-36	16380	-228	-954	290	-0.124996	6.96135
1208	1116	17528	-307	-441	411	3.63448	-3.93455
-1192	796	13540	516	828	259	3.35154	5.02246
-520	-316	15364	-958	106	-249	-1.17759	1.93805
3112	228	16008	336	-1149	-33	0.801008	-11.0002
-460	-1772	17680	54	1165	-225	-5.7215	1.48296
-1456	216	13968	51	-289	369	0.881173	5.95021
-916	436	16496	309	18	-299	1.51168	3.17718
356	-756	17192	-157	-689	408	-2.51736	-1.18513
628	2116	15412	277	862	290	7.81118	-2.3117
-644	328	14092	-392	-161	-534	1.33196	2.61587
-136	-956	17536	504	411	253	-3.12038	0.443688
260	152	15884	-145	-967	-141	0.548195	-0.937729
-820	-168	15444	-737	123	-229	-0.622363	3.03909
-1052	748	15560	903	727	391	2.74594	3.86339
-800	-780	16144	-63	-88	-144	-2.76272	2.83362
4272	224	16272	-501	-1501	406	0.762834	-14.7089
-1360	-408	16160	703	1531	-220	-1.44118	4.80906
-1224	948	14036	-721	-589	130	3.84936	4.97256
-604	-1096	17184	225	-995	-103	-3.64715	2.00898
92	-676	16204	406	502	382	-2.38885	-0.325017
1392	1316	14540	-581	-351	141	5.14828	-5.44647
1152	-1708	16404	-66	446	-614	-5.92977	-3.99557
32	1456	18388	693	-78	348	4.52735	-0.0993986
-1320	524	15684	-505	263	56	1.9068	4.80813
-464	264	15408	-276	385	-59	0.981163	1.72464
-240	52	17208	256	257	173	0.173122	0.799049
-28	-512	16640	237	-1095	-916	-1.76239	0.0963655
2508	376	15852	-55	395	499	1.34208	-8.98796
-1396	2852	14964	847	919	273	10.7451	5.23602
-1748	-652	14516	-1267	-390	-602	-2.55334	6.85958
1624	352	16936	584	-645	297	1.18524	-5.47619
-1096	840	14944	237	827	404	3.2086	4.188
-100	100	15164	-518	-652	-176	0.377827	0.377827
500	-3100	16504	922	364	-238	-10.6333	-1.70548
1788	1636	19028	-55	-156	272	4.89268	-5.34852
-852	760	14056	-537	-176	-164	3.08928	3.46367
-432	1724	15948	602	364	430	6.16755	1.54267
-76	-1156	16136	-495	-538	107	-4.09768	0.269169
2444	-1500	17632	-69	-437	-258	-4.81676	-7.86353
104	-904	15336	-82	478	-231	-3.37339	-0.387868
-576	1728	15208	244	554	123	6.47779	2.15518
-340	-48	16864	-251	-634	-280	-0.163047	1.155
1280	1092	16720	45	381	632	3.72587	-4.36847
-1212	192	14472	-358	-335	-398	0.757447	4.78681
2148	-36	16524	-190	-106	162	-0.123786	-7.40649
80	-172	16632	394	-616	-470	-0.592497	-0.275576
-1196	436	13796	-296	300	345	1.80338	4.95223
-356	1220	16484	-57	-254	-101	4.23183	1.23383
-1912	-1192	15424	422	985	367	-4.38572	7.04569
816	724	16884	-799	-848	188	2.45253	-2.7644
2140	-240	13668	69	353	-223	-0.993863	-8.89721
-1080	660	16892	393	700	5	2.23295	3.65548
-664	-380	16312	-345	-468	154	-1.3334	2.33038
-8	-868	18212	-148	-696	-304	-2.7287	0.0251398
1080	444	14548	313	1006	722	1.74331	-4.24371
-452	636	16020	-191	-372	-636	2.27257	1.61488
604	-676	16020	264	-681	75	-2.41458	-2.15727
1488	2128	18392	209	155	582	6.57861	-4.5949
-1468	804	15388	-184	354	155	2.97741	5.44209
120	-732	15572	-438	123	-273	-2.69127	-0.441034
388	-1620	17524	194	-803	213	-5.28039	-1.263
1192	352	16396	124	729	-284	1.22664	-4.15717
1036	272	15364	-192	-228	-194	1.01195	-3.85703
-2200	-1304	16296	893	1043	-136	-4.53408	7.66438
-268	508	17156	-578	-1416	80	1.69586	0.894573
476	2168	14164	128	576	262	8.69755	-1.90263
-2040	-528	14324	-257	102	-47	-2.08997	8.10003
2200	76	18340	-198	-1045	494	0.235739	-6.84025
1132	-2072	16984	-368	291	-622	-6.9403	-3.7852
-2868	-584	13908	474	949	646	-2.35496	11.6418
72	676	16224	-258	-440	-678	2.38592	-0.254049
-520	-1232	16488	218	-303	224	-4.27114	1.80138
1312	548	14408	-215	329	123	2.1692	-5.1993
408	724	14440	29	-450	-421	2.86918	-1.61642
-620	-828	19572	257	74	255	-2.42126	1.81278
-412	776	15256	83	147	284	2.91079	1.54494
-1136	2320	15260	-413	351	-360	8.62107	4.20923
76	-1404	14624	-354	33	222	-5.48389	-0.296397
244	-656	17892	383	-133	-455	-2.09958	-0.780791
784	-792	14620	-83	102	-397	-3.09638	-3.06507
-972	2644	16828	931	386	482	8.91464	3.2658
-2444	-916	16140	-313	-276	-261	-3.21171	8.59697
1788	-68	17092	-153	-668	272	-0.226711	-5.97196
-152	224	14068	312	582	-389	0.912171	0.618959
1012	352	16128	-135	-29	-145	1.24785	-3.58964
712	-240	17076	399	-438	-156	-0.80453	-2.38738
-1812	-1396	16340	170	213	443	-4.85357	6.30509
460	1308	14668	-424	-58	-132	5.09331	-1.78916
-1612	-896	15436	201	907	-27	-3.30414	5.95191
1336	496	16564	-42	-999	-47	1.70963	-4.60926
2744	936	13388	-138	-121	52	3.91805	-11.5555
-1992	576	17548	705	1052	142	1.86803	6.47288
-1536	-624	15040	-702	-786	163	-2.36352	5.82629
1320	488	17176	189	-556	259	1.62265	-4.39286
-392	-704	14048	-39	817	214	-2.8678	1.59638
1704	200	16664	-348	-475	-444	0.68406	-5.83815
544	-2072	17212	444	-241	-500	-6.86091	-1.79731
120	1820	17152	111	553	799	6.05685	-0.398612
-1320	1216	14448	-52	-666	-175	4.79104	5.20188
-1728	-504	15632	287	-12	618	-1.83549	6.30476
2252	168	17448	-363	-864	58	0.547124	-7.35413
652	-680	14928	-384	180	-430	-2.60565	-2.49829
136	1024	16144	422	967	26	3.62923	-0.481691
144	1092	16664	-269	-930	-132	3.74912	-0.494043
-820	496	16884	-197	231	126	1.68071	2.77928
-1216	-76	14144	54	500	442	-0.306733	4.91373
520	-944	17024	93	92	-830	-3.17239	-1.74688
1008	-1112	18368	-85	-1043	-264	-3.45927	-3.1354
-4	2684	14076	648	1130	896	10.7955	0.0159937
-2284	1552	15648	-764	-350	-817	5.60518	8.26433
-564	-1664	15852	299	-323	531	-5.98869	2.02655
652	36	17136	-72	27	-401	0.120282	-2.17897
-524	-664	15336	-582	-228	-386	-2.47773	1.95509
484	184	17080	759	693	-35	0.616966	-1.62308
328	1524	15800	73	674	355	5.50828	-1.18377
-1288	-928	15084	638	313	327	-3.50779	4.8714
264	-180	17824	-299	-124	-129	-0.578532	-0.848531
2316	-288	17200	-323	-778	-448	-0.950703	-7.66776
-1872	-416	15004	377	1705	211	-1.57596	7.10915
-352	716	16284	-893	-1036	-403	2.51706	1.23714
-848	-1484	16944	671	-293	443	-4.99912	2.8542
488	-128	16772	-272	-58	296	-0.437075	-1.66657
1724	692	14964	-42	-163	-306	2.63034	-6.56511
