0	0	0	0	0	0	1.7037	1.7037	1.3304e-05	1.3304e-05	0	0	0	0	0	0	0	0	0
-1.6851e-09	-0.00041415	4.3351e-07	-8.4255e-08	-0.020708	2.1676e-05	1.7381	1.7381	2.4214e-05	2.3596e-05	1.797e-10	-1.0992e-05	1.2701e-08	3.495e-09	7.3575e-05	4.0545e-08	-1.772e-09	-0.00038127	3.9797e-07
-5.7506e-09	-0.0011715	1.4725e-06	-2.0327e-07	-0.03787	5.1947e-05	1.768	1.7681	3.3694e-05	3.2097e-05	6.7261e-10	-3.024e-05	4.4274e-08	1.0607e-08	0.00021241	1.0754e-07	-6.1914e-09	-0.0011	1.3723e-06
-1.2397e-08	-0.0022116	3.1353e-06	-3.3233e-07	-0.052002	8.3141e-05	1.7942	1.7943	4.2149e-05	3.9373e-05	1.5426e-09	-5.4761e-05	9.57e-08	2.0083e-08	0.0004095	1.6628e-07	-1.3553e-08	-0.0020994	2.9491e-06
-2.1657e-08	-0.0034825	5.3568e-06	-4.6302e-07	-0.063545	0.00011108	1.8172	1.8172	4.9829e-05	4.5779e-05	2.7882e-09	-8.1925e-05	1.6466e-07	3.0098e-08	0.00065862	1.8207e-07	-2.3899e-08	-0.0033299	5.0704e-06
-3.3592e-08	-0.00494	8.0325e-06	-5.9671e-07	-0.072874	0.00013379	1.8373	1.8374	5.6886e-05	5.1534e-05	4.3515e-09	-0.00010944	2.4701e-07	3.8701e-08	0.00095427	1.2905e-07	-3.7235e-08	-0.004749	7.6382e-06
-4.839e-08	-0.0065462	1.1045e-05	-7.3993e-07	-0.080311	0.00015064	1.8551	1.8552	6.3426e-05	5.6783e-05	6.1275e-09	-0.00013532	3.3777e-07	4.4049e-08	0.0012915	-7.5074e-09	-5.3641e-08	-0.0063206	1.0541e-05
-6.6415e-08	-0.0082687	1.4281e-05	-9.0122e-07	-0.086128	0.0001618	1.8708	1.8709	6.9522e-05	6.1619e-05	7.9737e-09	-0.00015781	4.3186e-07	4.4534e-08	0.0016661	-2.3213e-07	-7.3329e-08	-0.0080137	1.367e-05
-8.8198e-08	-0.01008	1.7638e-05	-1.0891e-06	-0.090561	0.00016785	1.8847	1.8848	7.5235e-05	6.6111e-05	9.7198e-09	-0.0001754	5.2453e-07	3.8849e-08	0.002074	-5.413e-07	-9.6652e-08	-0.0098019	1.6927e-05
-1.1442e-07	-0.011956	2.103e-05	-1.3112e-06	-0.093809	0.00016955	1.8971	1.8972	8.0613e-05	7.0312e-05	1.1175e-08	-0.00018676	6.1159e-07	2.5985e-08	0.0025119	-9.2597e-07	-1.241e-07	-0.011663	2.0229e-05
-1.4588e-07	-0.013877	2.4384e-05	-1.5731e-06	-0.096042	0.00016772	1.9082	1.9082	8.5694e-05	7.4258e-05	1.2137e-08	-0.00019073	6.8957e-07	5.2045e-09	0.0029767	-1.3737e-06	-1.5625e-07	-0.013576	2.3506e-05
-1.8346e-07	-0.015825	2.7647e-05	-1.879e-06	-0.097407	0.00016314	1.9181	1.9181	9.051e-05	7.7978e-05	1.2395e-08	-0.00018628	7.557e-07	-2.3975e-08	0.0034656	-1.8706e-06	-1.9378e-07	-0.015527	2.6707e-05
-2.2809e-07	-0.017786	3.0777e-05	-2.2312e-06	-0.098029	0.00015651	1.927	1.927	9.5089e-05	8.1494e-05	1.1736e-08	-0.00017253	8.0792e-07	-6.182e-08	0.0039761	-2.4026e-06	-2.3739e-07	-0.0175	2.9792e-05
-2.8069e-07	-0.019746	3.3746e-05	-2.6302e-06	-0.098014	0.00014845	1.935	1.935	9.9456e-05	8.4826e-05	9.9505e-09	-0.00014869	8.448e-07	-1.0842e-07	0.0045061	-2.9563e-06	-2.8781e-07	-0.019483	3.2733e-05
-3.422e-07	-0.021695	3.6535e-05	-3.0756e-06	-0.097453	0.00013945	1.9422	1.9423	0.00010363	8.7992e-05	6.8315e-09	-0.00011408	8.6546e-07	-1.6372e-07	0.0050536	-3.5198e-06	-3.4577e-07	-0.021467	3.551e-05
-4.1352e-07	-0.023624	3.9134e-05	-3.5656e-06	-0.096425	0.00012994	1.9488	1.9488	0.00010763	9.1003e-05	2.1804e-09	-6.8095e-05	8.6951e-07	-2.2756e-07	0.0056168	-4.0826e-06	-4.1196e-07	-0.023442	3.8115e-05
-4.9547e-07	-0.025523	4.1539e-05	-4.0979e-06	-0.094997	0.00012024	1.9547	1.9548	0.00011147	9.3874e-05	-4.1934e-09	-1.0201e-05	8.5691e-07	-2.9968e-07	0.0061941	-4.6364e-06	-4.8703e-07	-0.025401	4.0543e-05
-5.8886e-07	-0.027388	4.3751e-05	-4.6694e-06	-0.093225	0.00011061	1.9602	1.9602	0.00011516	9.6614e-05	-1.2471e-08	6.0067e-05	8.2793e-07	-3.7979e-07	0.0067841	-5.1741e-06	-5.7159e-07	-0.027337	4.2794e-05
-6.9439e-07	-0.029211	4.5775e-05	-5.2767e-06	-0.09116	0.00010122	1.9651	1.9652	0.00011872	9.9233e-05	-2.2823e-08	0.00014312	7.8309e-07	-4.6754e-07	0.0073855	-5.6906e-06	-6.6619e-07	-0.029245	4.4873e-05
-8.1272e-07	-0.030988	4.762e-05	-5.9162e-06	-0.088843	9.2216e-05	1.9697	1.9697	0.00012215	0.00010174	-3.5411e-08	0.00023932	7.2306e-07	-5.6256e-07	0.0079971	-6.182e-06	-7.7131e-07	-0.03112	4.6787e-05
