2.0133,-0.013269,0,0.011695,-0.011695,0,0.010135,-0.010135,0,0.0086096,-0.0086096,0,0.0071414,-0.0071414,0,0.0057514,-0.0057514,0
-0.013269,2.0133,0,-0.011695,0.011695,0,-0.010135,0.010135,0,-0.0086096,0.0086096,0,-0.0071414,0.0071414,0,-0.0057514,0.0057514,0
0,0,10.122,0,0,0.10736,0,0,0.09284,0,0,0.078717,0,0,0.065176,0,0,0.052403
0.011695,-0.011695,0,2.0104,-0.010364,0,0.009027,-0.009027,0,0.0077045,-0.0077045,0,0.0064183,-0.0064183,0,0.0051898,-0.0051898,0
-0.011695,0.011695,0,-0.010364,2.0104,0,-0.009027,0.009027,0,-0.0077045,0.0077045,0,-0.0064183,0.0064183,0,-0.0051898,0.0051898,0
0,0,0.10736,0,0,10.095,0,0,0.082471,0,0,0.070241,0,0,0.058402,0,0,0.04714
0.010135,-0.010135,0,0.009027,-0.009027,0,2.0079,-0.0079137,0,0.0067946,-0.0067946,0,0.0056912,-0.0056912,0,0.0046249,-0.0046249,0
-0.010135,0.010135,0,-0.009027,0.009027,0,-0.0079137,2.0079,0,-0.0067946,0.0067946,0,-0.0056912,0.0056912,0,-0.0046249,0.0046249,0
0,0,0.09284,0,0,0.082471,0,0,10.072,0,0,0.061776,0,0,0.051636,0,0,0.041882
0.0086096,-0.0086096,0,0.0077045,-0.0077045,0,0.0067946,-0.0067946,0,2.0059,-0.0058798,0,0.00496,-0.00496,0,0.0040569,-0.0040569,0
-0.0086096,0.0086096,0,-0.0077045,0.0077045,0,-0.0067946,0.0067946,0,-0.0058798,2.0059,0,-0.00496,0.00496,0,-0.0040569,0.0040569,0
0,0,0.078717,0,0,0.070241,0,0,0.061776,0,0,10.053,0,0,0.044877,0,0,0.036629
0.0071414,-0.0071414,0,0.0064183,-0.0064183,0,0.0056912,-0.0056912,0,0.00496,-0.00496,0,2.0042,-0.0042249,0,0.0034856,-0.0034856,0
-0.0071414,0.0071414,0,-0.0064183,0.0064183,0,-0.0056912,0.0056912,0,-0.00496,0.00496,0,-0.0042249,2.0042,0,-0.0034856,0.0034856,0
0,0,0.065176,0,0,0.058402,0,0,0.051636,0,0,0.044877,0,0,10.038,0,0,0.031382
0.0057514,-0.0057514,0,0.0051898,-0.0051898,0,0.0046249,-0.0046249,0,0.0040569,-0.0040569,0,0.0034856,-0.0034856,0,2.0029,-0.002911,0
-0.0057514,0.0057514,0,-0.0051898,0.0051898,0,-0.0046249,0.0046249,0,-0.0040569,0.0040569,0,-0.0034856,0.0034856,0,-0.002911,2.0029,0
0,0,0.052403,0,0,0.04714,0,0,0.041882,0,0,0.036629,0,0,0.031382,0,0,10.026
