-0.0015384,-9.4976e-06,1,0.019799,0,0,0.0012541,-0.0012541,0
-0.15308,-0.0013827,0,0.97994,0,0,0.12499,-0.12499,0
-4.5394e-05,-5.7046e-05,0,0,1,0.019933,0,0,0.023263
-0.0045344,-0.0056983,0,0,0,0.99335,0,0,2.3237
-0.0060846,-6.9506e-05,1,0.0392,0,0,0.0049829,-0.0049829,0
-0.30041,-0.0049057,0,0.96029,0,0,0.24747,-0.24747,0
-0.00012846,-0.00021097,0,0,1,0.039734,0,0,0.092846
-0.003773,-0.0096895,0,0,0,0.98674,0,0,4.632
-0.013504,-0.00021492,1,0.058213,0,0,0.011137,-0.011137,0
-0.44013,-0.0098163,0,0.94103,0,0,0.3675,-0.3675,0
-0.00015944,-0.00043197,0,0,1,0.059403,0,0,0.20844
0.00066997,-0.012407,0,0,0,0.98017,0,0,6.9249
-0.023631,-0.00046768,1,0.076844,0,0,0.019667,-0.019667,0
-0.57111,-0.015561,0,0.92216,0,0,0.48512,-0.48512,0
-7.6734e-05,-0.00069786,0,0,1,0.078941,0,0,0.36974
0.007593,-0.01418,0,0,0,0.97365,0,0,9.2025
-0.036286,-0.00084022,1,0.095102,0,0,0.030526,-0.030526,0
-0.69272,-0.021737,0,0.90366,0,0,0.60038,-0.60038,0
0.00016035,-0.00099221,0,0,1,0.098349,0,0,0.57644
0.016106,-0.015255,0,0,0,0.96717,0,0,11.465
-0.051276,-0.0013381,1,0.11299,0,0,0.043666,-0.043666,0
-0.80471,-0.028055,0,0.88554,0,0,0.71333,-0.71333,0
0.00057708,-0.001303,0,0,1,0.11763,0,0,0.82824
0.025556,-0.015819,0,0,0,0.96074,0,0,13.712
-0.06841,-0.0019619,1,0.13053,0,0,0.059044,-0.059044,0
-0.9071,-0.034307,0,0.86778,0,0,0.82401,-0.82401,0
0.0011874,-0.0016213,0,0,1,0.13678,0,0,1.1248
0.035464,-0.016014,0,0,0,0.95434,0,0,15.945
-0.087497,-0.002709,1,0.14771,0,0,0.076612,-0.076612,0
-1.0001,-0.040353,0,0.85037,0,0,0.93247,-0.93247,0
0.001997,-0.0019409,0,0,1,0.1558,0,0,1.4659
0.045489,-0.015945,0,0,0,0.94799,0,0,18.163
-0.10835,-0.003574,1,0.16454,0,0,0.096328,-0.096328,0
-1.084,-0.046097,0,0.83332,0,0,1.0388,-1.0388,0
0.0030059,-0.0022573,0,0,1,0.1747,0,0,1.8512
0.055386,-0.015692,0,0,0,0.94169,0,0,20.365
-0.1308,-0.0045504,1,0.18104,0,0,0.11815,-0.11815,0
-1.1593,-0.051478,0,0.8166,0,0,1.1429,-1.1429,0
0.0042097,-0.0025673,0,0,1,0.19347,0,0,2.2805
0.064988,-0.015312,0,0,0,0.93542,0,0,22.554
-0.15467,-0.0056305,1,0.19721,0,0,0.14203,-0.14203,0
-1.2264,-0.056461,0,0.80023,0,0,1.245,-1.245,0
0.0056015,-0.0028689,0,0,1,0.21212,0,0,2.7533
0.074181,-0.014851,0,0,0,0.9292,0,0,24.727
-0.1798,-0.0068061,1,0.21305,0,0,0.16793,-0.16793,0
-1.2858,-0.061031,0,0.78418,0,0,1.345,-1.345,0
0.0071724,-0.0031608,0,0,1,0.23064,0,0,3.2694
0.082895,-0.01434,0,0,0,0.92301,0,0,26.886
