103.53,-3.5281,0,3.1203,-3.1203,0,2.7126,-2.7126,0,2.3111,-2.3111,0,1.9221,-1.9221,0
-3.5281,103.53,0,-3.1203,3.1203,0,-2.7126,2.7126,0,-2.3111,2.3111,0,-1.9221,1.9221,0
0,0,3354.3,0,0,2954.8,0,0,2560.8,0,0,2175.6,0,0,1804.8
3.1203,-3.1203,0,102.78,-2.7763,0,2.4267,-2.4267,0,2.0779,-2.0779,0,1.7361,-1.7361,0
-3.1203,3.1203,0,-2.7763,102.78,0,-2.4267,2.4267,0,-2.0779,2.0779,0,-1.7361,1.7361,0
0,0,2954.8,0,0,2620.8,0,0,2281,0,0,1946.9,0,0,1622
2.7126,-2.7126,0,2.4267,-2.4267,0,102.14,-2.1361,0,1.8407,-1.8407,0,1.5469,-1.5469,0
-2.7126,2.7126,0,-2.4267,2.4267,0,-2.1361,102.14,0,-1.8407,1.8407,0,-1.5469,1.5469,0
0,0,2560.8,0,0,2281,0,0,2001.7,0,0,1717,0,0,1438.3
2.3111,-2.3111,0,2.0779,-2.0779,0,1.8407,-1.8407,0,101.6,-1.5996,0,1.3545,-1.3545,0
-2.3111,2.3111,0,-2.0779,2.0779,0,-1.8407,1.8407,0,-1.5996,101.6,0,-1.3545,1.3545,0
0,0,2175.6,0,0,1946.9,0,0,1717,0,0,1487.9,0,0,1253.5
1.9221,-1.9221,0,1.7361,-1.7361,0,1.5469,-1.5469,0,1.3545,-1.3545,0,101.16,-1.1587,0
-1.9221,1.9221,0,-1.7361,1.7361,0,-1.5469,1.5469,0,-1.3545,1.3545,0,-1.1587,101.16,0
0,0,1804.8,0,0,1622,0,0,1438.3,0,0,1253.5,0,0,1069.7
