-2.8597e-05,-1.7548e-07,1,0.019929,0,0,1.1572e-05,-1.1572e-05,0
-0.0028529,-2.5533e-05,0,0.99289,0,0,0.0011559,-0.0011559,0
0,-2.7105e-20,0,0,1,0.02,0,0,0.00030503
-5.421e-20,-1.7347e-18,0,0,0,1,0,0,0.030503
-0.00011372,-1.2823e-06,1,0.039716,0,0,4.618e-05,-4.618e-05,0
-0.0056472,-9.044e-05,0,0.98582,0,0,0.0023035,-0.0023035,0
1.807e-20,-8.014e-20,0,0,1,0.04,0,0,0.0012201
1.1178e-18,-2.9095e-18,0,0,0,1,0,0,0.061007
-0.00025391,-3.9631e-06,1,0.059362,0,0,0.00010366,-0.00010366,0
-0.0083554,-0.00018101,0,0.97881,0,0,0.003443,-0.003443,0
7.2404e-20,-1.5042e-19,0,0,1,0.06,0,0,0.0027453
3.1116e-18,-3.6847e-18,0,0,0,1,0,0,0.09151
-0.00044725,-8.6281e-06,1,0.078868,0,0,0.00018385,-0.00018385,0
-0.01096,-0.0002875,0,0.97184,0,0,0.0045744,-0.0045744,0
1.7493e-19,-2.3176e-19,0,0,1,0.08,0,0,0.0048805
5.639e-18,-4.1759e-18,0,0,0,1,0,0,0.12201
-0.00069156,-1.5523e-05,1,0.098236,0,0,0.00028658,-0.00028658,0
-0.013452,-0.00040304,0,0.96493,0,0,0.0056977,-0.0056977,0
3.3312e-19,-3.1977e-19,0,0,1,0.1,0,0,0.0076258
8.4955e-18,-4.4659e-18,0,0,0,1,0,0,0.15252
-0.00098451,-2.4777e-05,1,0.11747,0,0,0.0004117,-0.0004117,0
-0.015824,-0.00052279,0,0.95806,0,0,0.006813,-0.006813,0
5.5129e-19,-4.1137e-19,0,0,1,0.12,0,0,0.010981
1.1536e-17,-4.6142e-18,0,0,0,1,0,0,0.18302
-0.0013237,-3.644e-05,1,0.13656,0,0,0.00055905,-0.00055905,0
-0.018075,-0.0006434,0,0.95125,0,0,0.0079204,-0.0079204,0
8.3155e-19,-5.0439e-19,0,0,1,0.14,0,0,0.014947
1.4661e-17,-4.6637e-18,0,0,0,1,0,0,0.21352
-0.0017067,-5.0503e-05,1,0.15552,0,0,0.00072846,-0.00072846,0
-0.020205,-0.00076256,0,0.94448,0,0,0.0090199,-0.0090199,0
1.1745e-18,-5.9733e-19,0,0,1,0.16,0,0,0.019522
1.7797e-17,-4.6448e-18,0,0,0,1,0,0,0.24403
-0.0021311,-6.6922e-05,1,0.17434,0,0,0.00091979,-0.00091979,0
-0.022216,-0.00087872,0,0.93776,0,0,0.010112,-0.010112,0
1.5795e-18,-6.8917e-19,0,0,1,0.18,0,0,0.024708
2.0898e-17,-4.5794e-18,0,0,0,1,0,0,0.27453
-0.0025946,-8.5625e-05,1,0.19303,0,0,0.0011329,-0.0011329,0
-0.024112,-0.00099085,0,0.93109,0,0,0.011196,-0.011196,0
2.0455e-18,-7.7922e-19,0,0,1,0.2,0,0,0.030503
2.3931e-17,-4.4832e-18,0,0,0,1,0,0,0.30503
-0.0030948,-0.00010652,1,0.21158,0,0,0.0013676,-0.0013676,0
-0.025896,-0.0010983,0,0.92447,0,0,0.012272,-0.012272,0
2.5707e-18,-8.6704e-19,0,0,1,0.22,0,0,0.036909
2.6874e-17,-4.3673e-18,0,0,0,1,0,0,0.33554
-0.0036297,-0.00012952,1,0.23001,0,0,0.0016237,-0.0016237,0
-0.027572,-0.0012008,0,0.91789,0,0,0.01334,-0.01334,0
3.1531e-18,-9.5236e-19,0,0,1,0.24,0,0,0.043925
2.9714e-17,-4.2395e-18,0,0,0,1,0,0,0.36604
